10cc/Dreadlock Holiday.2.mid	4 100
Roxette/Here Comes the Weekend (live).2.mid	1 0
Roxette/Here Comes the Weekend (live).mid	1 0
Roxette/It Must Have Been Love (live studio).1.mid	1 0
Roxette/It Must Have Been Love (live studio).4.mid	1 0
Roxette/Listen to Your Heart.4.mid	1 0
Roxette/Listen to Your Heart.5.mid	4 24
Roxette/Listen to Your Heart.mid	1 0
Roxette/Paint.1.mid	1 0
Roxette/Paint.1.mid	16 66
Roxette/Paint.1.mid	15 68
Roxette/Paint.2.mid	1 0
Roxette/Paint.2.mid	16 66
Roxette/Paint.2.mid	15 68
Roxette/Run to You.1.mid	4 26
Roxette/Salvation.mid	3 56
Roxette/Silver Blue.1.mid	1 3
Roxette/Silver Blue.1.mid	2 99
Roxette/Sleeping In My Car.3.mid	4 82
Roxette/Sleeping In My Car.4.mid	4 82
Roxette/Sleeping In My Car.mid	4 82
Roxette/Spending My Time.2.mid	1 54
Roxette/Spending My Time.4.mid	1 53
Roxette/Spending My Time.5.mid	1 0
Roxette/Spending My Time.6.mid	1 94
Roxette/The Big L..mid	1 90
Roxette/The Big L..mid	3 90
Roxette/The Look.1.mid	3 65
Roxette/The Look.1.mid	5 91
Roxette/The Look.mid	2 67
Roxette/The Look.mid	9 52
Roxy Music/Avalon.1.mid	4 35
Roy Black/Capri Fischer.mid	1 100
Roy Black/Das Madchen Carina.mid	4 0
Roy Black/Frag' Maria.mid	1 65
Roy Black/Ganz in weiss.2.mid	4 11
Roy Black/Ich traume mich zu Dir.mid	1 65
Roy Black/Wie ein Stern am Horizont.mid	1 65
Roy Clark/Come Live With Me.mid	4 24
Roy Orbison/California Blue.1.mid	7 24
Roy Orbison/Oh Pretty Woman.1.mid	4 82
Rudi Carrell/Wann wird's mal wieder richtig Sommer.mid	4 75
Rufus Thomas/Walkin' the Dog.mid	4 17
Rush/Closer to the Heart.2.mid	4 75
Rush/Closer to the Heart.3.mid	1 30
Rush/Countdown.1.mid	1 30
Rush/Countdown.mid	1 30
Rush/Fly by Night.mid	4 80
Rush/Limelight.mid	4 81
Rush/New World Man.mid	4 73
Rush/Red Sector A.mid	4 2
Rush/Spirit of Radio.2.mid	6 70
Rush/Subdivisions.3.mid	4 82
Rush/Time Stand Still.1.mid	4 75
Rush/Tom Sawyer.1.mid	4 73
Ryan Paris/La Dolce Vita.mid	4 87
SASH!/Encore Une Fois.mid	4 81
Sabrina/Boys.mid	1 87
Sade/Cherry Pie.mid	7 26
Sade/Cherry Pie.mid	7 26
Sade/Give It Up.mid	0 
Sade/Keep Looking.1.mid	7 4
Sade/Keep Looking.1.mid	13 1
Sade/Keep Looking.mid	7 4
Sade/Keep Looking.mid	13 1
Sade/Smooth Operator.1.mid	4 11
Sade/The Sweetest Taboo.mid	5 54
Sade/Why Can't We Live Together.mid	7 80
Sailor/Girls Girls Girls.1.mid	4 23
Salt-N-Pepa/Let's Talk About Sex.1.mid	1 65
Salt-N-Pepa/Whatta Man.mid	4 26
Sam & Dave/Ain't That a Lot of Love.mid	4 75
Sam & Dave/I Thank You.mid	4 18
Sam & Dave/Soul Man.mid	4 18
Sam Brown/Stop.mid	1 25
Sam Cooke/You Send Me.mid	1 26
Sammy Hagar/I Can't Drive 55.mid	1 81
Sandie Shaw/Those Were the Days.mid	4 68
Santa Esmeralda/Don't Let Me Be Misunderstood.2.mid	1 0
Santana/Black Magic Woman   Gypsy Queen.mid	1 66
Santana/Let the Children Play.mid	4 26
Sawyer Brown/Hard to Say.mid	1 26 5 24  shifting melody
Scatman John/Scatman's World.mid	4 2
Scatman John/Scatman.mid	4 65
Schilling, Peter/Major Tom.1.mid	4 52
Schilling, Peter/Major Tom.mid	2 65
Scooter/Back In The U.K..mid	4 24
Scooter/Endless Summer.mid	4 53
Scooter/Hyper Hyper.mid	4 82
Scorpions/Hello Josephine.mid	3 25
Scorpions/Hello Josephine.mid	5 62
Scorpions/Johnny B. Goode.mid	4 5
Scorpions/Send Me an Angel.1.mid	1 68
Scorpions/Send Me an Angel.mid	1 68
Scott McKenzie/Forrest Gump_ San Francisco (Be Sure to Wear Some Flowers in Your Hair).1.mid	8 73
Scott McKenzie/Forrest Gump_ San Francisco (Be Sure to Wear Some Flowers in Your Hair).mid	4 73
Seal/Kiss From a Rose.1.mid	4 71
Seals & Crofts/Diamond Girl.mid	1 73
Seals & Crofts/Get Closer.mid	1 73
Seals & Crofts/Hummingbird.mid	1 73
Seals & Crofts/I'll Play for You.mid	1 73
Seals & Crofts/We May Never Pass This Way (Again).mid	4 73
Searchers/Love Potion #9.mid	6 11
Searchers/Love Potion Number Nine.mid	6 11
Sedaka Neil/Breaking Up Is Hard to Do.mid	4 82
Sedaka Neil/Oh Carol.mid	1 61
Selena/Baila mi son.mid	4 52
Sergio Franchi/Anema e core.mid	5 26
Sergio Franchi/Mala femmena.mid	1 24
Shaggy/Angel.2.mid	4 70
Shakatak/The Christmas Song.mid	1 0
Shania Twain/Love Gets Me Every Time.mid	4 87
Sharpe/Rama Lama Ding Dong.mid	4 26
Shaun Cassidy/Da Doo Ron Ron.mid	1 65
Sheb Wooley/Purple People Eater.mid	4 87
Sheb Wooley/Purple People Eater.mid	4 87
Sheryl Crow/All I Wanna Do.mid	4 75
Showaddywaddy/Say Mama.mid	4 56
Simon & Garfunkel/Bridge Over Toubled Water.1.mid	4 48
Simon & Garfunkel/Bridge Over Toubled Water.2.mid	4 48
Simon & Garfunkel/Bridge Over Troubled Water.1.mid	1 73
Simon & Garfunkel/Bridge Over Troubled Water.3.mid	4 75
Simon & Garfunkel/Bye Bye Love.mid	1 1
Simon & Garfunkel/El Condor Pasa.1.mid	4 40
Simon & Garfunkel/Le Laureat_ Mrs. Robinson.3.mid	4 0
Simon & Garfunkel/The Sound of Silence.2.mid	8 25
Simon Paul/Kodachrome.mid	1 23
Simon Paul/Kodachrome.mid	2 65
Simon Paul/Me and Julio Down by the School Yard.mid	1 16
Simple Minds/Alive & Kicking.1.mid	4 17
Simple Minds/She's a River.mid	4 65
Simply Red/Fairground.mid	4 65
Simply Red/Holding Back The Years.3.mid	2 53
Sinatra/All the Things You Are.mid	4 0
Sinatra/Anything Goes.1.mid	1 65
Sinatra/Anything Goes.mid	4 26
Sinatra/Autumn Leaves.mid	4 24
Sinatra/Bewitched.2.mid	1 65
Sinatra/Bewitched.mid	4 24
Sinatra/Blue Moon.mid	4 26
Sinatra/Come Rain or Come Shine.mid	4 26
Sinatra/For Every Man There's a Woman.mid	4 24
Sinatra/Goin' Out of My Head.mid	4 24
Sinatra/Guys and Dolls (reprise).mid	4 26
Sinatra/I Believe in You.mid	4 26
Sinatra/I Get A Kick Out Of You.1.mid	4 24
Sinatra/I Get A Kick Out Of You.mid	1 66
Sinatra/I'm Glad There Is You.mid	4 24
Sinatra/Just One Of Those Things.1.mid	4 26
Sinatra/Just One Of Those Things.mid	1 40
Sinatra/Luck Be a Lady.mid	4 26
Sinatra/My Funny Valentine.1.mid	4 24
Sinatra/My Funny Valentine.mid	1 26
Sinatra/My Shining Hour.mid	4 26
Sinatra/My Way (live).1.mid	4 35
Sinatra/New York, New York (theme du film).2.mid	4 82
Sinatra/New York, New York (theme du film).mid	4 73
Sinatra/Night and Day.1.mid	1 60
Sinatra/Night and Day.mid	4 26
Sinatra/Ol' Man River.mid	4 24
Sinatra/One More for My Baby (And One More for the Road).mid	4 26
Sinatra/Sentimental Journey.mid	4 24
Sinatra/Strangers in the Night.mid	4 0
Sinatra/That's Life.mid	4 26
Sinatra/The Lady Is a Tramp.1.mid	4 26
Sinatra/The Most Beautiful Girl in the World.mid	4 24
Sinatra/The Way You Look Tonight.mid	4 24
Sinatra/What Is This Thing Called Love_.1.mid	4 26
Sinatra/What Is This Thing Called Love_.mid	1 65
Sinatra/Yes Sir, That's My Baby.mid	1 11
Sinatra/You'll Never Walk Alone.mid	1 54
Sinead O'Connor/Nothing.3.mid	1 99
Sister Sledge/We Are Family.1.mid	4 65
Sister Sledge/We Are Family.mid	4 65
Sly & The Family Stone/Everyday People.mid	4 18
Sly & The Family Stone/Family Affair.1.mid	1 7
Sly & The Family Stone/Family Affair.1.mid	2 24
Sly & The Family Stone/Family Affair.mid	4 24
Sly & The Family Stone/I Want to Take You Higher.mid	4 62
Sly/Family Affair.mid	1 7
Sly/Family Affair.mid	2 24
Smokie/Living Next Door To Alice.1.mid	4 73
Smokie/Mexican Girl.1.mid	1 63
Snap/The First the Last Eternity (Till the End).1.mid	4 5
Snap/The First the Last Eternity (Till the End).mid	4 65
Snap/Welcome to Tomorrow.1.mid	4 65
Solo/Non c'e piu niente da fare.mid	4 65
Sonny & Cher/All I Ever Need Is You.1.mid	4 58
Sonny & Cher/All I Ever Need Is You.mid	1 24
Sonny & Cher/Bang Bang.mid	1 60
Sonny & Cher/I Got You Babe.mid	1 73
Sonny & Cher/Little Man.mid	4 24
Sonny & Cher/The Beat Goes On.1.mid	1 65
Sonny & Cher/The Beat Goes On.1.mid	2 57
Sonny & Cher/The Beat Goes On.mid	4 58
Sophie B. Hawkins/As I Lay Me Down.1.mid	4 75
Sophie B. Hawkins/Right Beside You.mid	4 85
Sorrenti/Tu sei l'unica donna per me.mid	4 68
Soul Asylum/Runaway Train.1.mid	4 26
Soul Asylum/Runaway Train.5.mid	4 26
Soulful Dynamics/Mademoiselle Ninette.1.mid	4 71
Soulful Dynamics/Mademoiselle Ninette.mid	1 65
Sparks/When Do I Get to Sing _My Way_.mid	4 53
Sparks/When I Kiss You.mid	4 26
Special EFX/Uptown East.mid	4 82
Spice Girls/Wannabe.mid	8 11
Spice Girls/Wannabe.mid	9 11
Stan Getz/Desafinado.mid	4 65
Stan Getz/The Girl From Ipanema (Garota de Ipanema).1.mid	4 73
Stansfield Lisa/All Around the World.mid	4 0
Stansfield Lisa/Change.1.mid	4 26
Stansfield Lisa/I Will Be Waiting.mid	4 26
Stansfield Lisa/Real Love.mid	4 26
Stansfield Lisa/Soul Deep.mid	4 26
Stansfield Lisa/Symptoms of Loneliness & Heartache.mid	4 26
Stansfield Lisa/This Is the Right Time.mid	4 73
Stansfield Lisa/You Can't Deny It.mid	4 1
Starship/Nothing Gonna Stop Us Now.mid	4 65
Starship/We Built This City.1.mid	1 90
Status Quo/I Didn't Mean It.mid	4 87
Status Quo/Rockin' All Over the World.1.mid	1 65
Steam/Na Na Hey Hey (Kiss Him Goodbye).1.mid	2 56
Steam/Na Na Hey Hey (Kiss Him Goodbye).mid	8 62
Steely Dan/Aja.3.mid	4 54
Steely Dan/FM.2.mid	4 26
Steely Dan/Josie.mid	4 54
Steely Dan/Peg.mid	4 24
Steely Dan/Reeling in the Years.2.mid	4 18
Steely Dan/Rikki Don't Lose That Number.3.mid	4 54
Stephanie Mills/Never Knew Love Like This Before.2.mid	1 63
Stephen Bishop/It Might Be You (Theme From _Tootsie_).1.mid	9 72
Stephen Bishop/It Might Be You (Theme From _Tootsie_).mid	4 22
Stephen Bishop/On and On.mid	7 64
Steppenwolf/Born To Be Wild.4.mid	2 81
Steve Miller Band/Abracadabra.3.mid	4 73
Steve Miller Band/Fly Like an Eagle.mid	4 73
Steve Miller Band/Going to Mexico.mid	4 63
Steve Miller Band/Going to the Country.mid	4 73
Steve Miller Band/Jet Airliner.1.mid	4 82
Steve Miller Band/Living in the U.S.A..mid	4 63
Steve Miller Band/Rock 'n Me.mid	4 75
Steve Miller Band/Space Cowboy.mid	4 18
Steve Miller Band/Take the Money and Run.mid	4 72
Steve Miller Band/The Joker.2.mid	4 23
Steve Winwood/Higher Love.2.mid	-1 -1
Stevens Shakin_/I Might.mid	1 61
Stevens Shakin_/You Drive Me Crazy.mid	4 66
Stevie B/Because I Love You (The Postman Song).mid	1 24
Stevie B/I'll Be on Your Side.mid	1 26
Stevie Nicks/Edge of Seventeen.1.mid	6 73
Stevie Nicks/Edge of Seventeen.mid	6 27
Stevie Nicks/Gold Dust Woman.mid	1 73
Stevie Nicks/Landslide.mid	1 73
Stevie Nicks/Sister Honey.mid	1 73
Stewart Rod/It Takes Two.1.mid	1 56
Stewart Rod/Rhythm of My Heart.mid	1 24
Stewart Rod/Some Guys Have All the Luck.mid	4 73
Stewart Rod/The Motown Song.mid	1 66
Sting/All This Time.mid	12 62
Sting/All This Time.mid	8 21
Sting/Be Still My Beating Heart.1.mid	14 76
Sting/Be Still My Beating Heart.1.mid	15 104
Sting/Be Still My Beating Heart.mid	4 46
Sting/Desert Rose.1.mid	14 26
Sting/Desert Rose.1.mid	15 104
Sting/Desert Rose.mid	14 26
Sting/Desert Rose.mid	15 104
Sting/English Man In New York.1.mid	4 85
Sting/English Man In New York.3.mid	4 75
Sting/Fields of Gold.6.mid	4 53
Sting/Fields of Gold.7.mid	4 53
Sting/Fields of Gold.8.mid	4 75
Sting/Fields of Gold.mid	4 53
Sting/Fortress Around Your Heart.mid	4 75
Sting/Fragile.1.mid	4 53
Sting/Fragile.5.mid	4 53
Sting/If I Ever Lose My Faith in You.5.mid	1 35
Sting/If I Ever Lose My Faith in You.mid	1 35
Sting/If You Love Somebody Set Them Free.1.mid	4 26
Sting/Love Is the Seventh Wave.mid	4 75
Sting/Moon Over Bourbon Street.1.mid	4 75
Sting/Saint Agnes and the Burning Train.mid	2 24
Sting/Saint Agnes and the Burning Train.mid	5 24
Sting/Shape Of My Heart.2.mid	4 99
Sting/The Soul Cages.2.mid	4 75
Sting/This Cowboy Song.mid	4 82
Sting/We'll Be Together.2.mid	4 1
Stone Temple Pilots/Interstate Love Song.mid	1 30
Stray Cats/Stray Cat Strut.1.mid	15 16
Stray Cats/Stray Cat Strut.mid	15 16
Streisand/Tell Him.mid	6 53
Streisand/Tell Him.mid	8 53
Styx/Babe.3.mid	4 75
Styx/Blue Collar Man (Long Nights).1.mid	4 82
Styx/Boat on the River.1.mid	1 40
Styx/Boat on the River.mid	4 40
Styx/Come Sail Away.1.mid	4 60
Styx/Crystal Ball.mid	1 92
Styx/Don't Let It End.1.mid	4 26
Styx/Fooling Yourself (The Angry Young Man).1.mid	4 63
Styx/Mr. Roboto.1.mid	4 87
Styx/Suite Madame Blue.1.mid	4 75
Styx/The Best of Times.1.mid	4 82
Styx/The Grand Illusion.2.mid	4 0
Styx/Too Much Time On My Hands.2.mid	4 7
Sugar Lee Hooper/De wandelclub.mid	4 35
Sugar Lee Hooper/O, wat ben je mooi.mid	4 26
Summer Donna/Hot Stuff.1.mid	1 87
Summer Donna/I Feel Love.mid	5 99
Summer Donna/I Remember Yesterday.mid	4 24
Supermax/Love Machine, Part 1.mid	-1 -1 no melody
Supertramp/Bloody Well Right.3.mid	4 18
Supertramp/Breakfast in America.2.mid	4 105
Supertramp/Breakfast in America.3.mid	4 105
Supertramp/Crime of the Century.1.mid	4 73
Supertramp/Dreamer.4.mid	4 45
Supertramp/Even in the Quietest Moments.1.mid	4 23
Supertramp/Give a Little Bit.mid	4 46
Supertramp/It's Raining Again.1.mid	4 26
Supertramp/It's Raining Again.3.mid	4 26
Supertramp/It's Raining Again.mid	4 26
Supertramp/School.1.mid	4 21
Supertramp/School.1.mid	5 22
Supertramp/School.mid	4 21
Supertramp/Take the Long Way Home.2.mid	4 26
Supertramp/Take the Long Way Home.2.mid	5 4
Supertramp/Take the Long Way Home.4.mid	4 26
Supertramp/The Logical Song.1.mid	4 99
Supertramp/The Logical Song.2.mid	4 99
Supertramp/The Logical Song.4.mid	6 38
Supertramp/The Logical Song.4.mid	16 100
Supertramp/The Logical Song.5.mid	4 62
Supertramp/The Logical Song.6.mid	4 99
Supertramp/The Logical Song.7.mid	4 99
Surface/The First Time.mid	1 24
Survivor/Eye Of The Tiger.mid	4 85
Survivor/Eye of the Tiger (From _Rocky II_).mid	1 56
Sweet/Co - Co.mid	1 103
Sweet/Little Willy.mid	4 30
Sweet/Little Willy.mid	11 53
Sydney Youngblood/Sit and Wait.mid	1 23
TURNER TINA/I Don't Wanna Lose You.1.mid	1 1
TURNER TINA/Let's Stay Together.mid	4 35
TURNER TINA/Notbush City Limits.mid	4 35
TURNER TINA/The Best.1.mid	4 35
TURNER TINA/We Don't Need Another Hero (Thunderdome).mid	4 62
TURNER TINA/What's Love Got To Do With It.1.mid	9 44
Taco/Puttin'on the Ritz.mid	-1 -1 shifting melody
Taja Sevelle/Take Me for a Ride.mid	1 73
Take That/Back For Good.mid	4 35
Take That/Everything Changes.1.mid	4 87
Take That/Never Forget.1.mid	4 68
Take That/Sure.1.mid	4 26
Talk Talk/It's My Life.mid	13 79
Talk Talk/Such a Shame.mid	14 82
Talk of the Town/The Kwek Kwek Song.mid	4 109
Talk of the Town/The La La Song.mid	4 52
Tammy Wynette/Stand By Your Man.1.mid	1 11
Tammy Wynette/Stand By Your Man.mid	4 4
Tammy Wynette/The Ceremony.mid	1 11
Tammy Wynette/The Ceremony.mid	2 26
Taylor Dayne/Tell It to My Heart.1.mid	1 53
Taylor James/Country Road.mid	4 24
Taylor James/Don't Let Me Be Lonely Tonight.mid	4 88
Taylor James/Fire & Rain.mid	4 99
Taylor James/Handy Man.mid	4 75
Taylor James/One Man Parade.mid	4 75
Taylor James/Riding on a Railroad.mid	4 26
Taylor James/Something in the Way She Moves.mid	4 24
Taylor James/Steamroller.mid	4 99
Taylor James/Sweet Baby James.mid	4 24
Tears for Fears/Everybody Wants To Rule The World.1.mid	1 68
Tears for Fears/Everybody Wants To Rule The World.2.mid	1 75
Tears for Fears/Everybody Wants To Rule The World.mid	1 0
Technohead/I Wanna Be a Hippy.mid	4 53
Technotronic/Move This.1.mid	4 30
Technotronic/Pump Up the Jam.mid	4 94
Telly Savalas/Some Broken Hearts Never Mend.mid	4 22
Terry Jacks/Seasons in the Sun.2.mid	3 11
The Alan Parsons Project/Don't Answer Me.1.mid	1 11
The Alan Parsons Project/Don't Answer Me.4.mid	1 11
The Alan Parsons Project/Lucifer.mid	4 25
The Alan Parsons Project/Mammagamma.mid	5 73
The Animals/Don't Bring Me Down.mid	4 29
The Animals/San Franciscan Nights.mid	4 75
The Animals/Sky Pilot.1.mid	1 66
The Animals/Sky Pilot.2.mid	1 65
The Animals/Sky Pilot.mid	4 24
The Animals/The House of the Rising Sun.1.mid	4 66
The Animals/The House of the Rising Sun.3.mid	4 27
The Animals/The House of the Rising Sun.5.mid	4 66
The Animals/We Gotta Get Out Of This Place.mid	4 19
The Animals/When I Was Young.mid	4 71
The Association/Never My Love.mid	4 73
The Bangles/Eternal Flame.1.mid	4 75
The Bangles/Eternal Flame.5.mid	4 2
The Bangles/Eternal Flame.8.mid	4 2
The Bangles/Eternal Flame.9.mid	4 75
The Bangles/Eternal Flame.mid	4 2
The Beach Boys/Barbara Ann.2.mid	4 52
The Beach Boys/Barbara Ann.3.mid	5 83
The Beach Boys/California Girls.1.mid	1 64
The Beach Boys/California Girls.mid	4 58
The Beach Boys/Caroline No.mid	7 71
The Beach Boys/Dance Dance Dance.mid	4 80
The Beach Boys/Do It Again.mid	1 87
The Beach Boys/Don't Worry Baby.1.mid	4 58
The Beach Boys/Don't Worry Baby.1.mid	5 0
The Beach Boys/Don't Worry Baby.1.mid	6 26
The Beach Boys/Don't Worry Baby.1.mid	7 11
The Beach Boys/Fun, Fun, Fun.2.mid	3 11
The Beach Boys/Fun, Fun, Fun.mid	4 26
The Beach Boys/God Only Knows.mid	4 56
The Beach Boys/Good Vibrations.1.mid	4 87
The Beach Boys/Good Vibrations.2.mid	4 73
The Beach Boys/Good Vibrations.7.mid	6 92
The Beach Boys/Good Vibrations.8.mid	4 73
The Beach Boys/Help Me Rhonda.1.mid	4 26
The Beach Boys/Help Me Rhonda.mid	4 26
The Beach Boys/Here Today.mid	9 53
The Beach Boys/Heroes and Villains.1.mid	4 53
The Beach Boys/I Get Around.mid	4 34
The Beach Boys/I Just Wasn't Made for These Times.mid	6 71
The Beach Boys/I'm Waiting for the Day.mid	4 50
The Beach Boys/Kokomo.mid	2 72
The Beach Boys/Little Deuce Coupe.1.mid	4 73
The Beach Boys/Little Saint Nick.mid	4 65
The Beach Boys/Please Let Me Wonder.mid	8 53
The Beach Boys/Sail On Sailor.mid	4 71
The Beach Boys/Sloop John 'B'.1.mid	4 64
The Beach Boys/Sloop John 'B'.2.mid	6 91
The Beach Boys/Sloop John 'B'.2.mid	7 52
The Beach Boys/Sloop John 'B'.2.mid	8 52
The Beach Boys/Sloop John 'B'.2.mid	9 25
The Beach Boys/Sloop John 'B'.3.mid	6 91
The Beach Boys/Sloop John 'B'.3.mid	7 52
The Beach Boys/Sloop John 'B'.3.mid	8 52
The Beach Boys/Sloop John 'B'.3.mid	9 25
The Beach Boys/Sloop John 'B'.3.mid	12 25
The Beach Boys/Surf's Up.mid	9 73
The Beach Boys/Surfer Girl.1.mid	9 74
The Beach Boys/Surfer Girl.1.mid	8 73
The Beach Boys/Surfer Girl.mid	9 74
The Beach Boys/Surfer Girl.mid	8 73
The Beach Boys/Surfin USA.1.mid	4 65
The Beach Boys/Surfin USA.mid	4 63
The Beach Boys/Surfin' Safari.1.mid	1 65
The Beach Boys/Surfin' Safari.1.mid	3 56
The Beach Boys/Surfin' Safari.1.mid	4 52
The Beach Boys/Surfin' Safari.mid	1 99
The Beach Boys/Surfin' Safari.mid	3 56
The Beach Boys/Surfin' Safari.mid	4 58
The Beach Boys/Wonderful.mid	4 53
The Beach Boys/Wouldn't It Be Nice.1.mid	1 0
The Beach Boys/Wouldn't It Be Nice.2.mid	1 73
The Beach Boys/Wouldn't It Be Nice.3.mid	1 73
The Beach Boys/Wouldn't It Be Nice.4.mid	1 73
The Beach Boys/Wouldn't It Be Nice.mid	4 73
The Beach Boys/You Still Believe in Me.mid	4 53
The Beatles/A Day in the Life.2.mid	6 68
The Beatles/A Day in the Life.2.mid	12 59
The Beatles/A Day in the Life.2.mid	13 56
The Beatles/A Day in the Life.3.mid	6 79
The Beatles/A Hard Day's Night.5.mid	1 18
The Beatles/A Hard Day's Night.6.mid	9 87
The Beatles/All My Loving.3.mid	5 62
The Beatles/All My Loving.4.mid	1 1
The Beatles/And I Love Her.1.mid	7 57
The Beatles/And I Love Her.3.mid	6 84
The Beatles/Baby's In Black.mid	5 65
The Beatles/Baby's In Black.mid	6 65
The Beatles/Besame Mucho.mid	1 27
The Beatles/Birthday.3.mid	6 52
The Beatles/Can't Buy Me Love.3.mid	4 26
The Beatles/Eight Days A Week.1.mid	9 26
The Beatles/Eight Days A Week.6.mid	4 0
The Beatles/Eleanor Rigby.1.mid	2 82
The Beatles/Eleanor Rigby.13.mid	2 82
The Beatles/Fixing a Hole.3.mid	6 25
The Beatles/Fixing a Hole.4.mid	6 25
The Beatles/Fixing a Hole.mid	1 71
The Beatles/For No One.3.mid	3 17
The Beatles/For No One.mid	1 1
The Beatles/Free as a Bird.1.mid	3 73
The Beatles/Free as a Bird.2.mid	2 53
The Beatles/Free as a Bird.3.mid	3 73
The Beatles/Free as a Bird.mid	4 56
The Beatles/Get Back.6.mid	4 26
The Beatles/Help!.2.mid	1 65
The Beatles/Here Comes the Sun   The Inner Light (transition).mid	1 52
The Beatles/Here Comes the Sun.3.mid	4 94
The Beatles/Here Comes the Sun.4.mid	1 25
The Beatles/Here Comes the Sun.mid	4 94
The Beatles/Here, There And Everywhere.4.mid	1 52
The Beatles/Hey Bulldog.1.mid	7 84
The Beatles/Hey Bulldog.mid	7 68
The Beatles/Hey Jude.1.mid	1 1
The Beatles/Hey Jude.2.mid	4 78
The Beatles/Hey Jude.7.mid	4 78
The Beatles/Hey Jude.8.mid	9 48
The Beatles/Hey Jude.9.mid	4 53
The Beatles/I Feel Fine.3.mid	7 87
The Beatles/I Need You.mid	2 65
The Beatles/I Saw Her Standing There.1.mid	10 
The Beatles/I'm Happy Just To Dance With You.mid	4 44
The Beatles/I'm Happy Just To Dance With You.mid	4 44
The Beatles/If I Fell.1.mid	5 60
The Beatles/If I Fell.1.mid	6 52
The Beatles/If I Fell.3.mid	1 53
The Beatles/If I Needed Someone.mid	2 65
The Beatles/Lady Madonna.1.mid	7 38
The Beatles/Lady Madonna.8.mid	4 0
The Beatles/Let It Be.1.mid	4 103
The Beatles/Love Me Do.4.mid	6 2
The Beatles/Love Me Do.6.mid	4 0
The Beatles/Maggie Mae.1.mid	1 60
The Beatles/Mean Mr. Mustard.1.mid	1 66
The Beatles/Mean Mr. Mustard.mid	1 66
The Beatles/Medley_ Rip It Up   Shake, Rattle and Roll   Blue Suede Shoes.1.mid	1 11
The Beatles/Michelle.4.mid	4 77
The Beatles/Michelle.4.mid	9 88
The Beatles/Money.mid	7 66
The Beatles/Nowhere Man.2.mid	6 5
The Beatles/Ob-La-Di, Ob-La-Da.1.mid	1 35
The Beatles/Ob-La-Di, Ob-La-Da.2.mid	1 22
The Beatles/Ob-La-Di, Ob-La-Da.4.mid	1 35
The Beatles/Ob-La-Di, Ob-La-Da.5.mid	1 35
The Beatles/Oh! Darling.5.mid	4 53
The Beatles/Paperback Writer.1.mid	6 26
The Beatles/Paperback Writer.4.mid	6 73
The Beatles/Penny Lane.1.mid	4 75
The Beatles/Penny Lane.5.mid	4 0
The Beatles/Penny Lane.mid	4 0
The Beatles/Piggies.mid	2 42
The Beatles/Please Mister Postman.2.mid	3 54
The Beatles/Please Please Me.mid	4 11
The Beatles/Polythene Pam.mid	1 66
The Beatles/Real Love.1.mid	1 53
The Beatles/Real Love.mid	11 73
The Beatles/Savoy Truffle.2.mid	13 65
The Beatles/She Came In Through the Bathroom Window.1.mid	1 30
The Beatles/She's a Woman.1.mid	2 18
The Beatles/She's a Woman.3.mid	3 68
The Beatles/She's a Woman.3.mid	5 57
The Beatles/She's a Woman.4.mid	3 56
The Beatles/She's a Woman.4.mid	5 57
The Beatles/She's a Woman.mid	7 71
The Beatles/Something.2.mid	2 26
The Beatles/Something.4.mid	1 11
The Beatles/Something.4.mid	4 0
The Beatles/Something.4.mid	5 22
The Beatles/Something.4.mid	1 11
The Beatles/Something.4.mid	4 0
The Beatles/Something.4.mid	5 22
The Beatles/Stand by Me.mid	4 4
The Beatles/Strawberry Fields Forever.2.mid	14 54
The Beatles/Strawberry Fields Forever.3.mid	14 54
The Beatles/The Inner Light.1.mid	4 84
The Beatles/The Inner Light.mid	4 82
The Beatles/The Long and Winding Road.1.mid	1 78
The Beatles/The Long and Winding Road.4.mid	2 26
The Beatles/The Long and Winding Road.6.mid	1 26
The Beatles/Twist And Shout.3.mid	2 35
The Beatles/We Can Work It Out.1.mid	1 73
The Beatles/Yellow Submarine.2.mid	4 5
The Beatles/Yellow Submarine.mid	2 65
The Beatles/Yes It Is.1.mid	2 2
The Beatles/Yes It Is.1.mid	3 19
The Beatles/Yes It Is.2.mid	4 70
The Beatles/Yes It Is.2.mid	5 19
The Beatles/Yes It Is.mid	2 71
The Beatles/Yes It Is.mid	3 71
The Beatles/Yesterday.3.mid	2 75
The Beatles/Yesterday.7.mid	1 24
The Beatles/You Really Got a Hold on Me.mid	3 18
The Beatles/You've Got to Hide Your Love Away.1.mid	1 52
The Beatles/Your Mother Should Know.1.mid	6 63
The Beau Brummels/Laugh Laugh.mid	1 65
The Beau Brummels/Laugh Laugh.mid	1 65
The Beautiful South/Don't Marry Her.mid	8 53
The Bluebells/Young At Heart.1.mid	4 26
The Brothers Four/Frogg No. 2.mid	1 0
The Brown James/I Got You (I Feel Good).mid	4 30
The Byrds/Eight Miles High.1.mid	16 11
The Byrds/Eight Miles High.mid	16 54
The Byrds/Mr Tamborine Man.mid	16 100
The Byrds/Mr. Tambourine Man.1.mid	1 25
The Byrds/Turn! Turn! Turn!.2.mid	16 11
The Cars/Drive.5.mid	4 65
The Cars/It's All I Can Do.mid	1 65
The Chaplin Band/Let's Have a Party.mid	4 62
The Chiffons/He's So Fine.mid	3 66
The Chordettes/Lollipop.mid	4 82
