file,ismelody,program,instrument,notes,chordratio,avgpitch,pitchrange,rpat,dur,steps
"Tozzi/Aria e cielo.mid",F,29,Overdriven Guitar,293,0.48,53,33,20,1.333,99
"Tozzi/Aria e cielo.mid",F,80,Lead 1 (square),54,1.00,81,32,6,0.456,1
"Tozzi/Aria e cielo.mid",F,27,Electric Guitar (clean),136,1.00,52,22,4,1.479,2
"Tozzi/Aria e cielo.mid",F,1,Bright Acoustic,182,0.32,57,53,9,2.948,45
"Tozzi/Conchiglia di diamante.mid",F,104,Sitar,86,0.93,62,9,5,1.182,21
"Tozzi/Conchiglia di diamante.mid",F,33,Electric Bass (finger),861,1.00,33,17,5,0.286,770
"Tozzi/Conchiglia di diamante.mid",F,100,FX 5 (brightness),96,1.00,68,26,3,0.573,6
"Tozzi/Conchiglia di diamante.mid",T,72,Piccolo,392,1.00,74,17,29,0.641,120
"Tozzi/Conchiglia di diamante.mid",F,54,Synth Voice,44,0.61,61,14,6,0.714,13
"Tozzi/Conchiglia di diamante.mid",F,50,SynthStrings 1,142,0.47,56,29,6,5.234,3
"Tozzi/Conchiglia di diamante.mid",F,48,String Ensemble 1,147,0.69,75,38,5,2.349,4
"Tozzi/Conchiglia di diamante.mid",F,31,Guitar Harmonics,235,0.94,59,12,9,1.182,123
"Tozzi/Conchiglia di diamante.mid",F,30,Distortion Guitar,108,0.55,50,23,4,3.823,18
"Tozzi/Donna amante mia.1.mid",F,0,Acoustic Grand,572,0.60,61,45,18,0.521,40
"Tozzi/Donna amante mia.1.mid",F,32,Acoustic Bass,328,1.00,42,36,30,1.016,65
"Tozzi/Donna amante mia.1.mid",F,24,Acoustic Guitar (nylon),698,0.47,56,29,35,0.260,44
"Tozzi/Donna amante mia.1.mid",T,87,Lead 8 (bass+lead),250,1.00,61,19,19,0.573,46
"Tozzi/Donna amante mia.1.mid",F,60,French Horn,39,1.00,64,9,5,3.234,1
"Tozzi/Donna amante mia.1.mid",F,48,String Ensemble 1,88,0.41,67,29,10,2.828,0
"Tozzi/Donna amante mia.1.mid",F,48,String Ensemble 1,121,0.78,70,41,13,1.781,5
"Tozzi/Donna amante mia.1.mid",F,24,Acoustic Guitar (nylon),229,0.79,56,33,17,0.531,8
"Tracey Ullman/They Don't Know.mid",F,35,Fretless Bass,350,0.92,39,12,5,0.579,248
"Tracey Ullman/They Don't Know.mid",F,0,Acoustic Grand,358,0.57,61,41,22,1.265,44
"Tracey Ullman/They Don't Know.mid",F,14,Tubular Bells,35,1.00,66,12,7,1.002,5
"Tracey Ullman/They Don't Know.mid",T,11,Vibraphone,293,1.00,65,12,41,0.744,89
"Tracey Ullman/They Don't Know.mid",F,29,Overdriven Guitar,35,0.73,73,21,7,0.733,8
"Tracey Ullman/They Don't Know.mid",F,18,Rock Organ,155,0.38,68,12,26,1.942,65
"Tracey Ullman/They Don't Know.mid",F,0,Acoustic Grand,47,1.00,38,41,8,1.562,8
"Traffic/40,000 Headmen.mid",F,35,Fretless Bass,456,1.00,33,15,24,0.456,56
"Traffic/40,000 Headmen.mid",F,25,Acoustic Guitar (steel),740,0.33,58,31,55,0.505,409
"Traffic/40,000 Headmen.mid",T,63,SynthBrass 2,318,0.98,60,19,43,0.510,69
"Traffic/40,000 Headmen.mid",F,17,Percussive Organ,249,0.37,73,12,5,0.372,183
"Traffic/40,000 Headmen.mid",F,73,Flute,431,0.99,68,22,43,0.396,82
"Traffic/40,000 Headmen.mid",F,73,Flute,422,0.98,69,40,32,0.328,122
"Traffic/Coloured Rain.mid",F,30,Distortion Guitar,335,1.00,60,32,23,0.615,111
"Traffic/Coloured Rain.mid",F,39,Synth Bass 2,102,1.00,30,11,10,2.081,28
"Traffic/Coloured Rain.mid",F,65,Alto Sax,444,0.98,62,36,33,0.435,66
"Traffic/Coloured Rain.mid",T,68,Oboe,143,1.00,65,18,29,0.729,59
"Traffic/Coloured Rain.mid",F,18,Rock Organ,131,0.30,74,41,5,0.500,46
"Traffic/Coloured Rain.mid",F,16,Drawbar Organ,76,0.51,76,21,8,2.927,7
"Traffic/Coloured Rain.mid",F,30,Distortion Guitar,48,0.54,71,14,7,0.836,17
"Traffic/Coloured Rain.mid",F,48,String Ensemble 1,26,0.67,73,17,4,0.883,1
"Traffic/Dear Mr. Fantasy.mid",F,18,Rock Organ,82,0.42,82,24,7,3.865,16
"Traffic/Dear Mr. Fantasy.mid",F,32,Acoustic Bass,510,1.00,43,24,51,0.513,218
"Traffic/Dear Mr. Fantasy.mid",F,26,Electric Guitar (jazz),662,0.82,57,39,35,0.839,38
"Traffic/Dear Mr. Fantasy.mid",T,75,Pan Flute,257,1.00,75,17,22,0.583,61
"Traffic/Dear Mr. Fantasy.mid",F,75,Pan Flute,12,0.71,66,12,3,3.049,0
"Traffic/Dear Mr. Fantasy.mid",F,22,Harmonica,60,0.98,70,19,14,2.003,22
"Traffic/Dear Mr. Fantasy.mid",F,27,Electric Guitar (clean),684,0.81,57,34,38,0.857,40
"Traffic/Dear Mr. Fantasy.mid",F,29,Overdriven Guitar,164,0.91,62,39,22,0.680,22
"Traffic/Feelin' All Right.mid",F,1,Bright Acoustic,844,0.36,63,60,64,0.503,245
"Traffic/Feelin' All Right.mid",F,35,Fretless Bass,768,0.99,40,31,40,0.456,147
"Traffic/Feelin' All Right.mid",F,24,Acoustic Guitar (nylon),1221,0.44,59,20,34,0.635,484
"Traffic/Feelin' All Right.mid",T,22,Harmonica,284,1.00,71,16,40,0.474,95
"Traffic/Feelin' All Right.mid",F,5,Electric Piano 2,54,0.39,66,12,6,0.737,13
"Traffic/Feelin' All Right.mid",F,65,Alto Sax,139,0.94,63,31,28,0.383,19
"Traffic/Hole in My Shoe.mid",F,1,Bright Acoustic,242,0.68,55,43,10,0.961,32
"Traffic/Hole in My Shoe.mid",F,35,Fretless Bass,205,1.00,34,6,5,0.609,183
"Traffic/Hole in My Shoe.mid",F,29,Overdriven Guitar,3,1.00,62,7,0,7.638,0
"Traffic/Hole in My Shoe.mid",T,6,Harpsichord,167,1.00,69,25,12,0.755,9
"Traffic/Hole in My Shoe.mid",F,50,SynthStrings 1,52,0.41,68,24,7,2.385,1
"Traffic/Hole in My Shoe.mid",F,60,French Horn,18,1.00,62,9,2,0.635,0
"Traffic/Hole in My Shoe.mid",F,17,Percussive Organ,263,0.38,77,26,11,0.419,58
"Traffic/Hole in My Shoe.mid",F,104,Sitar,273,0.99,62,12,13,0.604,31
"Traffic/Hole in My Shoe.mid",F,73,Flute,269,0.97,70,16,22,0.667,6
"Traffic/Hole in My Shoe.mid",F,50,SynthStrings 1,46,0.70,68,27,8,1.862,0
"Traffic/Hole in My Shoe.mid",F,108,Kalimba,128,1.00,71,0,6,0.112,126
"Traffic/Hole in My Shoe.mid",F,48,String Ensemble 1,26,1.00,56,17,4,1.229,0
"Traffic/Hole in My Shoe.mid",F,117,Melodic Tom,67,0.76,41,26,7,0.062,4
"Traffic/Paper Sun.mid",F,1,Bright Acoustic,488,0.48,69,29,13,0.659,116
"Traffic/Paper Sun.mid",F,35,Fretless Bass,802,0.98,39,22,18,0.578,164
"Traffic/Paper Sun.mid",F,24,Acoustic Guitar (nylon),773,0.95,57,20,12,0.799,3
"Traffic/Paper Sun.mid",T,20,Reed Organ,291,1.00,65,26,49,1.271,56
"Traffic/Paper Sun.mid",F,50,SynthStrings 1,30,0.37,64,18,4,4.984,0
"Traffic/Paper Sun.mid",F,44,Tremolo Strings,47,0.78,65,17,5,3.703,8
"Traffic/Paper Sun.mid",F,104,Sitar,418,0.99,55,19,22,1.367,126
"Traffic/Paper Sun.mid",F,73,Flute,326,0.99,80,24,32,1.333,51
"Traffic/Paper Sun.mid",F,65,Alto Sax,578,1.00,61,16,25,0.568,267
"Traffic/Paper Sun.mid",F,12,Marimba,438,1.00,64,20,6,0.154,111
"Traffic/Smiling Phases.mid",F,27,Electric Guitar (clean),453,0.56,62,34,28,0.711,63
"Traffic/Smiling Phases.mid",F,35,Fretless Bass,285,1.00,36,20,29,0.477,116
"Traffic/Smiling Phases.mid",F,16,Drawbar Organ,127,0.34,79,22,19,1.380,58
"Traffic/Smiling Phases.mid",T,73,Flute,198,1.00,65,18,33,0.792,33
"Traffic/Smiling Phases.mid",F,48,String Ensemble 1,45,0.44,67,16,6,2.914,10
"Traffic/Smiling Phases.mid",F,29,Overdriven Guitar,92,1.00,74,17,14,0.740,18
"Traffic/Smiling Phases.mid",F,7,Clav,453,0.55,62,34,28,0.711,63
"Traffic/Smiling Phases.mid",F,73,Flute,108,0.98,72,20,23,1.065,8
"Traffic/Smiling Phases.mid",F,65,Alto Sax,32,1.00,70,16,3,2.568,4
"Traffic/The Low Spark of High Heeled Boys.mid",F,0,Acoustic Grand,787,0.41,64,55,32,0.477,221
"Traffic/The Low Spark of High Heeled Boys.mid",F,35,Fretless Bass,387,0.99,43,21,17,1.047,113
"Traffic/The Low Spark of High Heeled Boys.mid",F,29,Overdriven Guitar,68,1.00,56,2,1,0.406,30
"Traffic/The Low Spark of High Heeled Boys.mid",T,63,SynthBrass 2,335,1.00,62,14,31,0.734,73
"Traffic/The Low Spark of High Heeled Boys.mid",F,18,Rock Organ,21,0.72,79,19,6,0.786,0
"Traffic/The Low Spark of High Heeled Boys.mid",F,65,Alto Sax,305,0.99,60,28,34,0.635,20
"Traffic/The Low Spark of High Heeled Boys.mid",F,61,Brass Section,20,1.00,60,5,2,3.206,0
"Traffic/The Low Spark of High Heeled Boys.mid",F,61,Brass Section,58,1.00,60,12,3,1.271,4
"Traffic/The Low Spark of High Heeled Boys.mid",F,56,Trumpet,6,1.00,67,4,1,5.201,0
"Traffic/The Low Spark of High Heeled Boys.mid",F,58,Tuba,46,1.00,60,15,2,1.151,0
"Traffic/The Low Spark of High Heeled Boys.mid",F,67,Baritone Sax,40,1.00,47,8,1,0.500,0
"Traffic/Who Knows What Tomorrow May Bring.mid",F,18,Rock Organ,363,0.74,85,63,44,0.737,42
"Traffic/Who Knows What Tomorrow May Bring.mid",F,35,Fretless Bass,576,0.99,36,28,43,0.320,162
"Traffic/Who Knows What Tomorrow May Bring.mid",F,26,Electric Guitar (jazz),674,0.45,60,36,46,0.495,82
"Traffic/Who Knows What Tomorrow May Bring.mid",T,82,Lead 3 (calliope),361,1.00,77,22,45,0.404,75
"Traffic/Who Knows What Tomorrow May Bring.mid",F,54,Synth Voice,100,1.00,63,5,8,0.552,32
"Traveling Wilburys/End of the Line.mid",F,33,Electric Bass (finger),322,1.00,40,14,6,1.391,206
"Traveling Wilburys/End of the Line.mid",F,4,Electric Piano 1,427,0.58,62,41,19,2.500,35
"Traveling Wilburys/End of the Line.mid",T,26,Electric Guitar (jazz),327,1.00,72,16,18,0.958,133
"Traveling Wilburys/End of the Line.mid",F,28,Electric Guitar (muted),185,0.52,73,15,2,0.263,105
"Traveling Wilburys/End of the Line.mid",F,28,Electric Guitar (muted),1025,0.60,51,24,13,0.258,250
"Traveling Wilburys/End of the Line.mid",F,91,Pad 4 (choir),74,0.65,66,13,6,2.578,63
"Traveling Wilburys/End of the Line.mid",F,56,Trumpet,222,0.44,65,24,12,1.466,145
"Turtles/It Ain't Me Baby.mid",F,32,Acoustic Bass,236,1.00,35,14,12,0.977,103
"Turtles/It Ain't Me Baby.mid",F,0,Acoustic Grand,169,0.28,58,45,6,1.031,86
"Turtles/It Ain't Me Baby.mid",F,24,Acoustic Guitar (nylon),483,0.35,57,23,18,0.286,301
"Turtles/It Ain't Me Baby.mid",F,18,Rock Organ,74,0.41,80,31,4,2.060,10
"Turtles/It Ain't Me Baby.mid",T,25,Acoustic Guitar (steel),234,1.00,60,12,20,0.818,74
"Twila Paris/How Beautiful.mid",T,73,Flute,314,1.00,66,11,40,1.208,102
"Twila Paris/How Beautiful.mid",F,0,Acoustic Grand,187,0.47,64,58,20,1.133,6
"Twila Paris/How Beautiful.mid",F,0,Acoustic Grand,688,0.62,63,63,41,1.120,33
"Twila Paris/How Beautiful.mid",F,46,Orchestral Strings,40,0.93,67,24,7,2.398,0
"Twila Paris/How Beautiful.mid",F,48,String Ensemble 1,111,0.62,72,58,26,1.292,2
"Twila Paris/How Beautiful.mid",F,88,Pad 1 (new age),13,1.00,72,26,3,0.914,0
"Twila Paris/How Beautiful.mid",F,11,Vibraphone,85,0.79,70,49,14,1.164,6
"Twila Paris/How Beautiful.mid",F,52,Choir Aahs,106,0.33,62,23,10,2.867,18
"Twila Paris/How Beautiful.mid",F,35,Fretless Bass,164,1.00,37,31,16,2.148,13
"Twila Paris/How Beautiful.mid",F,119,Reverse Cymbal,3,1.00,50,8,1,2.333,0
"U2/Angel of Harlem.mid",F,25,Acoustic Guitar (steel),715,0.26,58,27,12,0.542,346
"U2/Angel of Harlem.mid",F,33,Electric Bass (finger),464,1.00,33,17,9,0.633,16
"U2/Angel of Harlem.mid",F,25,Acoustic Guitar (steel),698,0.29,57,24,14,0.620,377
"U2/Angel of Harlem.mid",T,73,Flute,307,1.00,74,17,44,0.753,67
"U2/Angel of Harlem.mid",F,79,Ocarina,16,1.00,60,7,4,1.698,1
"U2/Angel of Harlem.mid",F,61,Brass Section,172,0.98,77,22,15,1.206,34
"U2/Angel of Harlem.mid",F,61,Brass Section,165,0.96,64,24,15,1.260,37
"U2/Angel of Harlem.mid",F,66,Tenor Sax,165,1.00,67,16,15,1.284,33
"U2/Angel of Harlem.mid",F,18,Rock Organ,1,0.50,78,12,0,15.969,0
"U2/Everlasting Love.1.mid",F,39,Synth Bass 2,700,1.00,36,14,4,0.349,507
"U2/Everlasting Love.1.mid",F,17,Percussive Organ,18,0.69,89,20,3,3.753,0
"U2/Everlasting Love.1.mid",T,59,Muted Trumpet,304,1.00,74,11,22,0.680,88
"U2/Everlasting Love.1.mid",F,90,Pad 3 (polysynth),102,0.36,65,19,3,3.831,41
"U2/Everlasting Love.1.mid",F,48,String Ensemble 1,118,0.63,84,32,8,3.857,9
"U2/Everlasting Love.1.mid",F,62,SynthBrass 1,8,0.50,71,15,2,1.995,2
"U2/Everlasting Love.1.mid",F,52,Choir Aahs,290,0.88,73,25,20,0.964,72
"U2/Everlasting Love.1.mid",F,95,Pad 8 (sweep),1,0.50,41,12,0,15.818,0
"U2/Everlasting Love.1.mid",F,1,Bright Acoustic,189,0.53,68,31,3,0.391,163
"U2/Everlasting Love.1.mid",F,39,Synth Bass 2,1222,0.96,54,53,5,0.094,756
"U2/Everlasting Love.1.mid",F,49,String Ensemble 2,2,1.00,52,0,1,11.810,0
"U2/Everlasting Love.1.mid",F,119,Reverse Cymbal,4,1.00,48,0,2,5.089,2
"U2/Gone.mid",F,30,Distortion Guitar,202,0.99,85,15,12,1.177,7
"U2/Gone.mid",F,39,Synth Bass 2,702,1.00,36,15,4,0.427,163
"U2/Gone.mid",F,29,Overdriven Guitar,110,0.72,50,19,2,2.036,27
"U2/Gone.mid",F,29,Overdriven Guitar,54,0.70,55,24,3,3.109,18
"U2/Gone.mid",F,40,Violin,203,0.99,85,32,12,1.250,7
"U2/Gone.mid",F,102,FX 7 (echoes),101,1.00,63,15,2,3.484,20
"U2/Gone.mid",F,85,Lead 6 (voice),81,1.00,58,12,2,4.344,23
"U2/Gone.mid",F,0,Acoustic Grand,133,0.37,67,43,11,1.964,52
"U2/Gone.mid",T,81,Lead 2 (sawtooth),270,1.00,63,19,38,0.807,91
"U2/Gone.mid",F,91,Pad 4 (choir),202,0.99,85,15,12,1.177,7
"U2/Gone.mid",F,41,Viola,8,1.00,74,5,1,4.000,0
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.1.mid",F,35,Fretless Bass,271,1.00,38,20,21,1.938,75
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.1.mid",F,24,Acoustic Guitar (nylon),203,1.00,60,27,8,1.771,4
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.1.mid",T,0,Acoustic Grand,347,1.00,70,17,59,0.604,177
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.1.mid",F,54,Synth Voice,74,0.48,64,19,3,6.948,11
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.1.mid",F,0,Acoustic Grand,545,0.45,59,48,21,1.104,71
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.1.mid",F,30,Distortion Guitar,139,0.70,55,35,7,2.135,24
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.1.mid",F,49,String Ensemble 2,183,0.98,60,31,5,1.125,3
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.1.mid",F,89,Pad 2 (warm),97,0.45,60,27,5,5.052,3
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.3.mid",F,25,Acoustic Guitar (steel),1134,0.32,50,24,7,0.271,466
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.3.mid",F,33,Electric Bass (finger),895,1.00,34,12,7,0.281,281
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.3.mid",F,25,Acoustic Guitar (steel),1134,0.33,50,24,7,0.271,470
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.3.mid",T,35,Fretless Bass,225,1.00,60,21,12,0.562,79
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.3.mid",F,48,String Ensemble 1,430,0.43,61,53,21,0.484,54
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.3.mid",F,30,Distortion Guitar,470,0.71,54,26,13,0.370,97
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.3.mid",F,30,Distortion Guitar,434,0.98,46,11,8,0.435,139
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.3.mid",F,81,Lead 2 (sawtooth),343,1.00,69,12,6,0.372,85
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.3.mid",F,31,Guitar Harmonics,6,0.86,60,9,3,5.521,2
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.3.mid",F,32,Acoustic Bass,717,0.95,44,18,12,0.138,323
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.3.mid",F,29,Overdriven Guitar,185,0.83,60,12,6,0.521,27
"U2/Hold Me, Thrill Me, Kiss Me, Kill Me.3.mid",F,125,Helicopter,1,1.00,74,0,0,8.385,0
"U2/I Still Haven't Found What I'm Looking For.mid",F,27,Electric Guitar (clean),696,0.98,61,23,8,1.664,49
"U2/I Still Haven't Found What I'm Looking For.mid",F,39,Synth Bass 2,284,1.00,35,19,13,0.510,81
"U2/I Still Haven't Found What I'm Looking For.mid",F,28,Electric Guitar (muted),154,0.60,53,17,8,0.432,118
"U2/I Still Haven't Found What I'm Looking For.mid",T,103,FX 8 (sci-fi),350,1.00,76,14,47,0.747,81
"U2/I Still Haven't Found What I'm Looking For.mid",F,50,SynthStrings 1,120,0.41,61,10,3,1.375,39
"U2/I Still Haven't Found What I'm Looking For.mid",F,5,Electric Piano 2,9,0.33,61,10,1,2.607,4
"U2/I Still Haven't Found What I'm Looking For.mid",F,51,SynthStrings 2,24,0.40,61,14,2,8.003,4
"U2/I Still Haven't Found What I'm Looking For.mid",F,27,Electric Guitar (clean),696,0.98,61,23,20,1.664,60
"U2/I Still Haven't Found What I'm Looking For.mid",F,27,Electric Guitar (clean),26,0.70,61,19,4,1.784,4
"U2/I Still Haven't Found What I'm Looking For.mid",F,28,Electric Guitar (muted),152,0.64,53,17,14,0.440,110
"U2/I Still Haven't Found What I'm Looking For.mid",F,28,Electric Guitar (muted),150,0.80,52,17,13,0.411,88
"U2/Mysterious Ways.2.mid",F,29,Overdriven Guitar,411,0.87,63,26,18,0.232,176
"U2/Mysterious Ways.2.mid",F,35,Fretless Bass,573,1.00,35,12,19,0.411,136
"U2/Mysterious Ways.2.mid",F,29,Overdriven Guitar,404,0.54,62,24,13,0.448,193
"U2/Mysterious Ways.2.mid",T,2,Electric Grand,337,1.00,62,17,32,0.539,76
"U2/Mysterious Ways.2.mid",F,4,Electric Piano 1,158,1.00,67,15,9,0.677,39
"U2/Mysterious Ways.2.mid",F,94,Pad 7 (halo),18,0.58,61,7,2,4.068,1
"U2/Mysterious Ways.2.mid",F,17,Percussive Organ,43,0.51,74,12,1,4.643,0
"U2/Mysterious Ways.2.mid",F,55,Orchestra Hit,6,0.50,71,12,1,0.784,4
"U2/Mysterious Ways.2.mid",F,27,Electric Guitar (clean),254,0.56,65,19,17,0.273,112
"U2/Mysterious Ways.2.mid",F,30,Distortion Guitar,406,1.00,48,7,7,0.438,67
"U2/Mysterious Ways.2.mid",F,48,String Ensemble 1,74,0.56,65,41,5,3.714,1
"U2/New Year's Day.mid",F,1,Bright Acoustic,150,0.62,61,40,14,3.682,11
"U2/New Year's Day.mid",F,35,Fretless Bass,1099,1.00,40,16,9,0.357,629
"U2/New Year's Day.mid",F,29,Overdriven Guitar,1242,0.77,55,19,4,0.451,862
"U2/New Year's Day.mid",T,75,Pan Flute,184,1.00,75,15,32,1.380,47
"U2/New Year's Day.mid",F,52,Choir Aahs,18,0.82,66,7,3,4.370,2
"U2/New Year's Day.mid",F,29,Overdriven Guitar,871,0.73,61,42,55,0.586,395
"U2/New Year's Day.mid",F,27,Electric Guitar (clean),49,1.00,71,7,8,1.836,5
"U2/New Year's Day.mid",F,29,Overdriven Guitar,871,0.73,61,42,60,0.586,395
"U2/New Year's Day.mid",F,1,Bright Acoustic,150,0.62,61,40,17,3.693,11
"U2/One.2.mid",F,29,Overdriven Guitar,487,0.51,56,28,20,0.781,83
"U2/One.2.mid",F,33,Electric Bass (finger),479,1.00,34,17,8,0.594,253
"U2/One.2.mid",F,25,Acoustic Guitar (steel),302,0.46,56,42,18,0.875,86
"U2/One.2.mid",T,73,Flute,307,1.00,61,24,58,0.562,80
"U2/One.2.mid",F,26,Electric Guitar (jazz),205,0.60,59,19,15,0.698,60
"U2/One.2.mid",F,29,Overdriven Guitar,183,1.00,70,10,5,0.729,3
"U2/One.2.mid",F,49,String Ensemble 2,68,0.42,60,31,5,4.750,8
"U2/One.2.mid",F,29,Overdriven Guitar,183,1.00,70,10,6,0.729,3
"U2/One.2.mid",F,29,Overdriven Guitar,7,1.00,66,3,3,2.990,2
"U2/Pride.4.mid",F,29,Overdriven Guitar,1015,0.68,69,19,6,0.443,473
"U2/Pride.4.mid",F,37,Slap Bass 2,1011,1.00,32,12,20,0.326,562
"U2/Pride.4.mid",F,27,Electric Guitar (clean),114,1.00,58,19,2,2.464,31
"U2/Pride.4.mid",T,63,SynthBrass 2,228,1.00,65,17,30,0.688,86
"U2/Pride.4.mid",F,60,French Horn,88,1.00,65,9,8,0.779,35
"U2/Pride.4.mid",F,95,Pad 8 (sweep),175,0.78,63,13,12,1.469,77
"U2/Pride.4.mid",F,29,Overdriven Guitar,1011,0.73,69,19,13,0.453,303
"U2/Pride.4.mid",F,27,Electric Guitar (clean),111,1.00,58,19,4,2.526,29
"U2/Sunday Bloody Sunday.mid",F,25,Acoustic Guitar (steel),24,0.44,57,16,5,1.362,3
"U2/Sunday Bloody Sunday.mid",F,33,Electric Bass (finger),1029,1.00,38,26,21,0.234,344
"U2/Sunday Bloody Sunday.mid",F,29,Overdriven Guitar,778,0.59,58,36,20,0.615,114
"U2/Sunday Bloody Sunday.mid",T,90,Pad 3 (polysynth),325,1.00,64,12,44,0.820,57
"U2/Sunday Bloody Sunday.mid",F,90,Pad 3 (polysynth),8,1.00,69,2,2,2.221,0
"U2/Sunday Bloody Sunday.mid",F,90,Pad 3 (polysynth),95,0.98,64,14,10,1.242,12
"U2/Sunday Bloody Sunday.mid",F,27,Electric Guitar (clean),36,1.00,74,10,3,2.237,6
"U2/Sunday Bloody Sunday.mid",F,40,Violin,218,0.75,71,34,33,0.565,76
"U2/When Love Comes to Town.1.mid",F,29,Overdriven Guitar,196,0.84,73,31,9,1.060,2
"U2/When Love Comes to Town.1.mid",F,33,Electric Bass (finger),656,1.00,35,17,4,0.594,55
"U2/When Love Comes to Town.1.mid",F,91,Pad 4 (choir),28,1.00,66,9,4,0.779,0
"U2/When Love Comes to Town.1.mid",T,5,Electric Piano 2,358,1.00,65,6,29,0.534,134
"U2/When Love Comes to Town.1.mid",F,61,Brass Section,12,1.00,62,7,1,2.982,3
"U2/When Love Comes to Town.1.mid",F,91,Pad 4 (choir),170,1.00,77,16,8,0.898,7
"U2/When Love Comes to Town.1.mid",F,16,Drawbar Organ,18,0.39,76,9,2,7.628,14
"U2/When Love Comes to Town.1.mid",F,52,Choir Aahs,166,0.92,67,14,4,2.536,2
"U2/When Love Comes to Town.1.mid",F,29,Overdriven Guitar,12,1.00,52,5,1,7.997,8
"U2/When Love Comes to Town.1.mid",F,29,Overdriven Guitar,40,1.00,36,1,11,0.401,17
"U2/Where the Streets Have No Name.4.mid",F,16,Drawbar Organ,53,0.50,79,27,9,8.565,23
"U2/Where the Streets Have No Name.4.mid",F,35,Fretless Bass,1015,1.00,39,24,39,0.464,649
"U2/Where the Streets Have No Name.4.mid",F,29,Overdriven Guitar,102,0.80,63,19,19,2.914,12
"U2/Where the Streets Have No Name.4.mid",T,75,Pan Flute,267,1.00,63,19,45,1.016,61
"U2/Where the Streets Have No Name.4.mid",F,94,Pad 7 (halo),29,0.38,64,38,5,9.479,6
"U2/Where the Streets Have No Name.4.mid",F,4,Electric Piano 1,198,0.94,62,33,14,3.172,35
"U2/Where the Streets Have No Name.4.mid",F,29,Overdriven Guitar,102,0.80,63,19,17,2.914,12
"U2/Where the Streets Have No Name.4.mid",F,25,Acoustic Guitar (steel),1179,1.00,71,12,48,0.385,489
"U2/Where the Streets Have No Name.4.mid",F,25,Acoustic Guitar (steel),1463,1.00,67,12,54,0.320,667
"U2/Where the Streets Have No Name.4.mid",F,25,Acoustic Guitar (steel),945,1.00,65,10,27,0.271,444
"U2/Where the Streets Have No Name.4.mid",F,25,Acoustic Guitar (steel),905,1.00,62,5,27,0.247,488
"U2/Where the Streets Have No Name.4.mid",F,31,Guitar Harmonics,961,1.00,58,0,5,0.062,542
"U2/Where the Streets Have No Name.4.mid",F,60,French Horn,19,0.76,70,10,5,8.034,6
"U2/With or Without You.1.mid",F,88,Pad 1 (new age),83,0.99,69,21,11,4.508,1
"U2/With or Without You.1.mid",F,35,Fretless Bass,957,1.00,34,12,8,0.398,635
"U2/With or Without You.1.mid",F,26,Electric Guitar (jazz),351,0.92,64,26,17,1.049,127
"U2/With or Without You.1.mid",T,26,Electric Guitar (jazz),251,1.00,71,29,27,0.979,63
"U2/With or Without You.1.mid",F,15,Dulcimer,2032,1.00,68,12,10,0.167,84
"U2/With or Without You.1.mid",F,50,SynthStrings 1,68,0.44,72,43,12,6.443,18
"U2/With or Without You.1.mid",F,78,Whistle,31,1.00,91,14,8,7.117,5
"U2/With or Without You.1.mid",F,49,String Ensemble 2,12,0.40,90,28,3,11.383,3
"U2/With or Without You.1.mid",F,26,Electric Guitar (jazz),47,0.50,76,5,2,0.794,31
"U96/Club Bizarre.mid",F,33,Electric Bass (finger),357,1.00,37,19,4,0.469,78
"U96/Club Bizarre.mid",F,40,Violin,276,0.92,65,7,3,0.276,226
"U96/Club Bizarre.mid",T,99,FX 4 (atmosphere),198,1.00,65,12,7,0.896,3
"U96/Club Bizarre.mid",F,40,Violin,251,0.75,65,7,5,0.273,202
"U96/Club Bizarre.mid",F,89,Pad 2 (warm),94,0.38,61,40,1,6.802,0
"U96/Club Bizarre.mid",F,49,String Ensemble 2,94,0.38,58,43,1,6.802,0
"U96/Club Bizarre.mid",F,81,Lead 2 (sawtooth),115,0.92,68,45,5,0.331,61
"U96/Club Bizarre.mid",F,73,Flute,69,0.74,62,38,3,1.154,23
"U96/Club Bizarre.mid",F,18,Rock Organ,8,1.00,74,7,2,1.536,0
"U96/Club Bizarre.mid",F,99,FX 4 (atmosphere),290,0.73,65,12,9,0.234,3
"U96/Love Religion.mid",F,87,Lead 8 (bass+lead),850,1.00,63,12,2,0.250,222
